repo_name,file_path,file_type
next.js,crates/next-custom-transforms/tests/errors/server-actions/server-graph/30/input.js,tests
next.js,crates/next-custom-transforms/tests/errors/server-actions/server-graph/30/output.js,tests
next.js,crates/next-custom-transforms/tests/errors/server-actions/server-graph/30/output.stderr,tests
next.js,crates/next-custom-transforms/tests/errors/server-actions/server-graph/6/output.js,tests
next.js,crates/next-custom-transforms/tests/errors/server-actions/server-graph/8/output.js,tests
next.js,crates/next-custom-transforms/tests/errors/use-cache-not-allowed/1/output.stderr,tests
next.js,crates/next-custom-transforms/tests/errors/use-cache-not-allowed/2/output.stderr,tests
next.js,crates/next-custom-transforms/tests/fixture.rs,tests
next.js,crates/next-custom-transforms/tests/fixture/next-font-with-directive/use-cache/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/next-font-with-directive/use-server/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/actions/input.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/actions/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/cache-life/input.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/cache-life/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/cache-tag/input.js,tests
next.js,crates/next-custom-transforms/tests/fixture/react-server-components/client-graph/cache-tag/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/next.d.ts,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/10/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/11/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/12/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/13/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/14/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/15/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/17/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/2/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/20/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/22/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/26/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/27/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/29/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/3/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/31/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/33/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/34/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/35/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/36/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/37/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/38/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/39/input.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/39/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/4/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/40/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/41/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/42/input.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/42/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/43/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/44/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/45/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/46/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/47/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/48/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/49/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/50/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/51/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/52/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/53/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/54/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/55/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/57/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/58/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/59/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/60/output.ts,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/62/input.ts,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/62/output.ts,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/8/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/server-actions/server-graph/9/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/source-maps/server-graph/use-cache/1/output.js,tests
next.js,crates/next-custom-transforms/tests/fixture/source-maps/server-graph/use-cache/1/output.map,tests
next.js,docs/01-app/01-getting-started/01-installation.mdx,docs
next.js,docs/01-app/01-getting-started/02-project-structure.mdx,docs
next.js,docs/01-app/01-getting-started/03-layouts-and-pages.mdx,docs
next.js,docs/01-app/01-getting-started/05-server-and-client-components.mdx,docs
next.js,docs/01-app/01-getting-started/06-cache-components.mdx,docs
next.js,docs/01-app/01-getting-started/06-partial-prerendering.mdx,docs
next.js,docs/01-app/01-getting-started/07-fetching-data.mdx,docs
next.js,docs/01-app/01-getting-started/08-updating-data.mdx,docs
next.js,docs/01-app/01-getting-started/09-caching-and-revalidating.mdx,docs
next.js,docs/01-app/01-getting-started/14-metadata-and-og-images.mdx,docs
next.js,docs/01-app/01-getting-started/15-route-handlers.mdx,docs
next.js,docs/01-app/01-getting-started/16-proxy.mdx,docs
next.js,docs/01-app/01-getting-started/17-deploying.mdx,docs
next.js,docs/01-app/01-getting-started/18-upgrading.mdx,docs
next.js,docs/01-app/02-guides/authentication.mdx,docs
next.js,docs/01-app/02-guides/backend-for-frontend.mdx,docs
next.js,docs/01-app/02-guides/caching.mdx,docs
next.js,docs/01-app/02-guides/content-security-policy.mdx,docs
next.js,docs/01-app/02-guides/data-security.mdx,docs
next.js,docs/01-app/02-guides/debugging.mdx,docs
next.js,docs/01-app/02-guides/draft-mode.mdx,docs
next.js,docs/01-app/02-guides/incremental-static-regeneration.mdx,docs
next.js,docs/01-app/02-guides/internationalization.mdx,docs
next.js,docs/01-app/02-guides/local-development.mdx,docs
next.js,docs/01-app/02-guides/mcp.mdx,docs
next.js,docs/01-app/02-guides/memory-usage.mdx,docs
next.js,docs/01-app/02-guides/migrating/app-router-migration.mdx,docs
next.js,docs/01-app/02-guides/migrating/from-create-react-app.mdx,docs
next.js,docs/01-app/02-guides/migrating/from-vite.mdx,docs
next.js,docs/01-app/02-guides/multi-zones.mdx,docs
next.js,docs/01-app/02-guides/prefetching.mdx,docs
next.js,docs/01-app/02-guides/production-checklist.mdx,docs
next.js,docs/01-app/02-guides/redirecting.mdx,docs
next.js,docs/01-app/02-guides/self-hosting.mdx,docs
next.js,docs/01-app/02-guides/static-exports.mdx,docs
next.js,docs/01-app/02-guides/third-party-libraries.mdx,docs
next.js,docs/01-app/02-guides/upgrading/codemods.mdx,docs
next.js,docs/01-app/02-guides/upgrading/version-16.mdx,docs
next.js,docs/01-app/03-api-reference/01-directives/use-cache-private.mdx,docs
next.js,docs/01-app/03-api-reference/01-directives/use-cache-remote.mdx,docs
next.js,docs/01-app/03-api-reference/01-directives/use-cache.mdx,docs
next.js,docs/01-app/03-api-reference/02-components/link.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/01-metadata/app-icons.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/01-metadata/index.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/01-metadata/opengraph-image.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/01-metadata/sitemap.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/dynamic-routes.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/instrumentation.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/layout.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/loading.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/middleware.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/page.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/parallel-routes.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/proxy.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/route-segment-config.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/route.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/src-folder.mdx,docs
next.js,docs/01-app/03-api-reference/03-file-conventions/template.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/after.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/cacheLife.mdx,docs
